,01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
Global Quote,AAPL,162.4300,164.9584,162.0000,164.6600,45390123,2023-04-06,163.7600,0.9000,0.5496%
